Product_Name,Brand,Category,Usage_Frequency,Price,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender,Packaging_Type,Ingredients,Cruelty_Free,Country_of_Origin,Price_IDR,combined_features,Image_URL
magic bb cream,morphe,contour,occasional,45.07,1.4,6176,200ml,combination,unisex,Bottle,shea butter,True,France,676050.0,contour combination occasional shea butter,
magic foundation,yves saint laurent,eyeliner,occasional,123.59,1.2,7269,30ml,dry,male,Spray,salicylic acid,True,Australia,1853850.0,eyeliner dry occasional salicylic acid,
ultra lip gloss,kylie cosmetics,blush,monthly,69.75,3.6,9540,30ml,sensitive,male,Spray,shea butter,True,UK,1046250.0,blush sensitive monthly shea butter,
magic moisturizer,e.l.f.,cc cream,monthly,32.62,4.6,7710,50ml,sensitive,female,Jar,retinol,False,Australia,489299.99999999994,cc cream sensitive monthly retinol,
divine eyeliner,rare beauty,powder,occasional,113.08,4.9,3180,150ml,oily,female,Jar,aloe vera,True,France,1696200.0,powder oily occasional aloe vera,
ultra moisturizer,pat mcgrath labs,bb cream,occasional,11.43,3.5,4253,50ml,combination,male,Stick,retinol,False,UK,171450.0,bb cream combination occasional retinol,
ultra cc cream,colourpop,cc cream,occasional,67.6,4.1,5726,250ml,combination,female,Spray,retinol,True,Japan,1013999.9999999999,cc cream combination occasional retinol,
magic contour,farsali,face oil,weekly,16.7,4.7,4898,30ml,sensitive,male,Spray,salicylic acid,False,Australia,250500.0,face oil sensitive weekly salicylic acid,
perfect lipstick,charlotte tilbury,highlighter,occasional,81.49,3.5,4932,50ml,oily,male,Compact,glycerin,True,Australia,1222350.0,highlighter oily occasional glycerin,
magic lipstick,colourpop,mascara,monthly,83.69,1.4,4230,150ml,sensitive,unisex,Bottle,aloe vera,False,Italy,1255350.0,mascara sensitive monthly aloe vera,
perfect eyeliner,kvd beauty,mascara,monthly,121.48,1.9,5803,30ml,combination,unisex,Spray,vitamin c,False,Australia,1822200.0,mascara combination monthly vitamin c,
ultra makeup remover,make up for ever,lipstick,occasional,68.35,4.3,434,200ml,normal,male,Compact,salicylic acid,False,France,1025249.9999999999,lipstick normal occasional salicylic acid,
magic lip gloss,kvd beauty,lipstick,occasional,32.03,3.8,8489,250ml,normal,unisex,Stick,shea butter,False,UK,480450.0,lipstick normal occasional shea butter,
perfect eyeliner,rare beauty,mascara,monthly,45.04,4.3,5236,250ml,normal,female,Compact,vitamin c,True,UK,675600.0,mascara normal monthly vitamin c,
ultra powder,farsali,bronzer,daily,82.51,1.1,9071,50ml,combination,male,Stick,retinol,False,UK,1237650.0,bronzer combination daily retinol,
perfect primer,sisley,eyeliner,daily,45.96,2.4,2465,100ml,normal,female,Tube,vitamin c,True,UK,689400.0,eyeliner normal daily vitamin c,
ultra eyeliner,fenty beauty,foundation,occasional,69.93,2.0,1763,250ml,normal,male,Bottle,aloe vera,True,USA,1048950.0,foundation normal occasional aloe vera,
super concealer,farsali,lip liner,occasional,72.62,2.2,5953,150ml,dry,female,Tube,shea butter,False,Australia,1089300.0,lip liner dry occasional shea butter,
super serum,bite beauty,cleanser,monthly,61.53,4.1,7451,200ml,oily,unisex,Spray,shea butter,True,UK,922950.0,cleanser oily monthly shea butter,
perfect blush,perricone md,moisturizer,monthly,33.18,2.7,8563,200ml,sensitive,male,Compact,vitamin c,True,South Korea,497700.0,moisturizer sensitive monthly vitamin c,
divine lipstick,natasha denona,contour,monthly,78.55,1.5,9857,100ml,combination,unisex,Bottle,glycerin,True,Australia,1178250.0,contour combination monthly glycerin,
magic lipstick,tarte,blush,occasional,139.44,4.4,8268,250ml,dry,female,Jar,hyaluronic acid,True,UK,2091600.0,blush dry occasional hyaluronic acid,
magic moisturizer,pat mcgrath labs,lip gloss,occasional,78.02,2.1,8829,50ml,combination,female,Spray,salicylic acid,False,USA,1170300.0,lip gloss combination occasional salicylic acid,
ultra bb cream,bobby brown,cc cream,monthly,55.04,2.5,8506,50ml,normal,female,Jar,aloe vera,False,Japan,825600.0,cc cream normal monthly aloe vera,
super cc cream,drunk elephant,cc cream,weekly,96.88,4.0,6763,200ml,sensitive,unisex,Bottle,salicylic acid,False,UK,1453200.0,cc cream sensitive weekly salicylic acid,
perfect face mask,natasha denona,concealer,monthly,12.92,2.6,2629,250ml,oily,female,Tube,shea butter,True,Italy,193800.0,concealer oily monthly shea butter,
perfect lip liner,anastasia beverly hills,mascara,weekly,131.15,2.7,176,100ml,sensitive,male,Spray,salicylic acid,False,Japan,1967250.0,mascara sensitive weekly salicylic acid,
ultra concealer,make up for ever,lip liner,occasional,98.4,4.3,5116,50ml,sensitive,unisex,Spray,vitamin c,True,USA,1476000.0,lip liner sensitive occasional vitamin c,
magic bb cream,ilia beauty,highlighter,occasional,69.41,4.5,9250,30ml,dry,female,Tube,glycerin,False,South Korea,1041150.0,highlighter dry occasional glycerin,
divine bb cream,bobby brown,makeup remover,occasional,41.44,1.1,6111,250ml,oily,male,Spray,hyaluronic acid,False,South Korea,621600.0,makeup remover oily occasional hyaluronic acid,
ultra concealer,huda beauty,primer,monthly,54.2,4.8,4303,100ml,combination,male,Tube,hyaluronic acid,True,USA,813000.0,primer combination monthly hyaluronic acid,
super foundation,nars,lipstick,weekly,99.02,2.2,3662,50ml,normal,male,Jar,aloe vera,False,France,1485300.0,lipstick normal weekly aloe vera,
ultra cc cream,kvd beauty,blush,weekly,120.51,1.8,773,50ml,dry,female,Stick,salicylic acid,True,Australia,1807650.0,blush dry weekly salicylic acid,
divine bronzer,bobby brown,eye shadow,monthly,37.66,2.6,992,50ml,dry,unisex,Bottle,retinol,False,Australia,564900.0,eye shadow dry monthly retinol,
ultra serum,pat mcgrath labs,face oil,weekly,11.36,2.3,8107,30ml,normal,male,Compact,salicylic acid,True,France,170400.0,face oil normal weekly salicylic acid,
ultra foundation,morphe,moisturizer,monthly,27.65,3.9,9657,200ml,oily,female,Compact,salicylic acid,True,Japan,414750.0,moisturizer oily monthly salicylic acid,
ultra eye shadow,farsali,foundation,weekly,71.06,2.9,5669,30ml,sensitive,female,Compact,retinol,False,Australia,1065900.0,foundation sensitive weekly retinol,
ultra exfoliator,rms beauty,eye shadow,weekly,86.28,2.0,2001,30ml,oily,unisex,Spray,retinol,True,South Korea,1294200.0,eye shadow oily weekly retinol,
perfect cc cream,rare beauty,mascara,daily,135.17,4.5,3189,200ml,normal,unisex,Spray,shea butter,True,Australia,2027549.9999999998,mascara normal daily shea butter,
ultra setting spray,juvia’s place,lipstick,monthly,114.12,3.9,2298,200ml,oily,male,Stick,hyaluronic acid,False,Germany,1711800.0,lipstick oily monthly hyaluronic acid,
super serum,huda beauty,cleanser,occasional,72.87,3.1,1842,200ml,dry,female,Spray,aloe vera,True,France,1093050.0,cleanser dry occasional aloe vera,
perfect primer,sisley,primer,occasional,141.63,2.2,7566,150ml,combination,male,Spray,retinol,True,France,2124450.0,primer combination occasional retinol,
perfect powder,farsali,cleanser,daily,114.49,4.3,1074,200ml,sensitive,unisex,Stick,aloe vera,True,Italy,1717350.0,cleanser sensitive daily aloe vera,
perfect lip gloss,kylie cosmetics,primer,occasional,97.56,1.9,495,100ml,combination,male,Compact,vitamin c,False,USA,1463400.0,primer combination occasional vitamin c,
super foundation,tarte,exfoliator,weekly,103.62,3.1,731,250ml,oily,unisex,Tube,shea butter,True,UK,1554300.0,exfoliator oily weekly shea butter,
magic powder,natasha denona,exfoliator,daily,60.7,3.0,2302,200ml,combination,female,Spray,salicylic acid,True,Germany,910500.0,exfoliator combination daily salicylic acid,
magic bb cream,too faced,lip gloss,weekly,62.19,3.9,817,50ml,combination,male,Bottle,salicylic acid,False,South Korea,932850.0,lip gloss combination weekly salicylic acid,
ultra foundation,milk makeup,contour,weekly,19.18,4.3,888,30ml,normal,unisex,Jar,aloe vera,True,Japan,287700.0,contour normal weekly aloe vera,
ultra lip liner,colourpop,exfoliator,weekly,119.08,3.4,1656,50ml,combination,female,Jar,glycerin,False,UK,1786200.0,exfoliator combination weekly glycerin,
divine concealer,clinique,exfoliator,daily,121.36,4.4,8479,150ml,oily,male,Spray,retinol,False,France,1820400.0,exfoliator oily daily retinol,
super makeup remover,milk makeup,setting spray,monthly,43.86,4.1,6893,250ml,combination,unisex,Jar,aloe vera,False,UK,657900.0,setting spray combination monthly aloe vera,
perfect eye shadow,natasha denona,concealer,daily,66.1,1.3,8340,250ml,sensitive,male,Compact,glycerin,True,France,991499.9999999999,concealer sensitive daily glycerin,
magic serum,kvd beauty,bb cream,occasional,113.58,1.5,8641,30ml,dry,female,Bottle,salicylic acid,False,South Korea,1703700.0,bb cream dry occasional salicylic acid,
perfect highlighter,charlotte tilbury,exfoliator,weekly,29.6,1.1,584,200ml,combination,female,Jar,salicylic acid,False,UK,444000.0,exfoliator combination weekly salicylic acid,
perfect powder,morphe,cleanser,occasional,98.5,3.4,4579,200ml,dry,male,Spray,salicylic acid,True,Australia,1477500.0,cleanser dry occasional salicylic acid,
magic bb cream,rms beauty,foundation,monthly,65.34,4.4,3757,250ml,combination,female,Compact,vitamin c,True,UK,980100.0,foundation combination monthly vitamin c,
super highlighter,morphe,bronzer,weekly,95.92,2.5,1026,150ml,oily,unisex,Bottle,salicylic acid,True,UK,1438800.0,bronzer oily weekly salicylic acid,
divine face mask,rare beauty,highlighter,weekly,147.66,2.3,3431,100ml,oily,unisex,Stick,shea butter,False,South Korea,2214900.0,highlighter oily weekly shea butter,
ultra lip liner,charlotte tilbury,eye shadow,occasional,138.64,2.5,9874,200ml,normal,female,Stick,vitamin c,False,Italy,2079599.9999999998,eye shadow normal occasional vitamin c,
ultra eye shadow,rms beauty,foundation,daily,129.13,4.0,6989,50ml,normal,male,Stick,vitamin c,False,South Korea,1936950.0,foundation normal daily vitamin c,
super bb cream,danessa myricks,exfoliator,weekly,127.91,3.8,8382,50ml,normal,female,Bottle,hyaluronic acid,True,Germany,1918650.0,exfoliator normal weekly hyaluronic acid,
ultra concealer,bobby brown,eye shadow,monthly,112.31,4.8,7270,250ml,normal,male,Jar,glycerin,False,South Korea,1684650.0,eye shadow normal monthly glycerin,
perfect setting spray,milk makeup,cc cream,daily,50.56,1.0,2018,150ml,sensitive,male,Stick,vitamin c,False,Germany,758400.0,cc cream sensitive daily vitamin c,
ultra bb cream,urban decay,exfoliator,occasional,17.67,3.8,3824,30ml,dry,male,Compact,salicylic acid,False,South Korea,265050.0,exfoliator dry occasional salicylic acid,
ultra foundation,sisley,lip liner,monthly,58.18,4.5,9623,250ml,oily,female,Tube,vitamin c,False,Japan,872700.0,lip liner oily monthly vitamin c,
divine foundation,perricone md,cleanser,weekly,67.04,4.6,9148,200ml,sensitive,unisex,Stick,hyaluronic acid,True,USA,1005600.0000000001,cleanser sensitive weekly hyaluronic acid,
perfect exfoliator,urban decay,setting spray,daily,54.23,3.9,9019,30ml,oily,male,Compact,hyaluronic acid,False,Italy,813450.0,setting spray oily daily hyaluronic acid,
magic mascara,glossier,serum,daily,84.71,2.7,6964,30ml,combination,unisex,Stick,salicylic acid,True,UK,1270650.0,serum combination daily salicylic acid,
magic blush,glossier,blush,weekly,38.57,2.7,5557,150ml,sensitive,male,Jar,retinol,False,USA,578550.0,blush sensitive weekly retinol,
divine setting spray,e.l.f.,eye shadow,weekly,58.92,1.1,6425,100ml,normal,male,Compact,retinol,True,Germany,883800.0,eye shadow normal weekly retinol,
magic serum,urban decay,bronzer,occasional,98.07,2.1,7173,100ml,normal,male,Stick,glycerin,True,Australia,1471050.0,bronzer normal occasional glycerin,
divine mascara,perricone md,powder,weekly,77.1,1.8,9902,150ml,oily,unisex,Spray,retinol,False,UK,1156500.0,powder oily weekly retinol,
ultra powder,danessa myricks,bronzer,daily,22.78,3.9,9993,250ml,combination,female,Compact,salicylic acid,True,Italy,341700.0,bronzer combination daily salicylic acid,
ultra face mask,clinique,face oil,weekly,117.62,3.3,8272,50ml,oily,unisex,Compact,retinol,True,Germany,1764300.0,face oil oily weekly retinol,
divine moisturizer,laura mercier,cc cream,monthly,135.5,4.9,8873,150ml,combination,female,Bottle,vitamin c,True,South Korea,2032500.0,cc cream combination monthly vitamin c,
perfect exfoliator,kiehl’s,cleanser,daily,114.58,4.0,2195,200ml,oily,female,Stick,shea butter,True,UK,1718700.0,cleanser oily daily shea butter,
perfect eye shadow,make up for ever,primer,occasional,51.65,2.3,9199,50ml,dry,male,Stick,aloe vera,False,USA,774750.0,primer dry occasional aloe vera,
ultra face oil,sisley,serum,monthly,46.12,3.7,5707,150ml,sensitive,unisex,Bottle,hyaluronic acid,False,Japan,691800.0,serum sensitive monthly hyaluronic acid,
super face oil,rare beauty,blush,weekly,144.09,3.3,4680,200ml,oily,male,Spray,salicylic acid,True,Australia,2161350.0,blush oily weekly salicylic acid,
magic powder,sisley,lip gloss,daily,120.25,3.5,7934,50ml,oily,male,Tube,hyaluronic acid,False,France,1803750.0,lip gloss oily daily hyaluronic acid,
super contour,natasha denona,concealer,weekly,128.61,2.3,2961,30ml,dry,female,Spray,salicylic acid,False,Japan,1929150.0000000002,concealer dry weekly salicylic acid,
divine bronzer,hourglass,blush,monthly,88.37,1.9,6425,150ml,oily,female,Bottle,salicylic acid,True,France,1325550.0,blush oily monthly salicylic acid,
perfect face oil,farsali,cc cream,weekly,45.89,3.3,8001,150ml,sensitive,unisex,Jar,vitamin c,True,France,688350.0,cc cream sensitive weekly vitamin c,
perfect face mask,anastasia beverly hills,lip gloss,weekly,106.56,4.8,5901,200ml,normal,unisex,Stick,retinol,False,Australia,1598400.0,lip gloss normal weekly retinol,
perfect foundation,charlotte tilbury,lip gloss,weekly,120.56,4.4,7972,100ml,oily,unisex,Jar,glycerin,False,South Korea,1808400.0,lip gloss oily weekly glycerin,
divine eye shadow,milk makeup,bb cream,weekly,66.92,4.8,9264,150ml,combination,male,Tube,glycerin,True,Italy,1003800.0,bb cream combination weekly glycerin,
perfect lip gloss,ilia beauty,exfoliator,occasional,110.85,1.2,3292,250ml,combination,unisex,Stick,aloe vera,False,UK,1662750.0,exfoliator combination occasional aloe vera,
super lip gloss,kvd beauty,serum,weekly,69.47,1.3,8475,100ml,sensitive,female,Spray,retinol,True,Australia,1042050.0,serum sensitive weekly retinol,
magic blush,drunk elephant,eyeliner,daily,13.97,3.1,8783,50ml,combination,unisex,Compact,salicylic acid,True,Germany,209550.0,eyeliner combination daily salicylic acid,
magic primer,patrick ta,mascara,monthly,70.32,3.3,1667,250ml,normal,unisex,Tube,aloe vera,True,Japan,1054800.0,mascara normal monthly aloe vera,
perfect bronzer,shiseido,primer,weekly,136.95,4.3,3157,200ml,oily,male,Compact,salicylic acid,True,Australia,2054249.9999999998,primer oily weekly salicylic acid,
magic lip liner,bite beauty,contour,daily,82.64,1.5,7145,100ml,combination,female,Spray,hyaluronic acid,False,Germany,1239600.0,contour combination daily hyaluronic acid,
ultra powder,milk makeup,highlighter,daily,95.68,1.4,4494,250ml,combination,male,Tube,retinol,False,UK,1435200.0,highlighter combination daily retinol,
ultra moisturizer,rare beauty,powder,monthly,15.66,4.4,9542,100ml,sensitive,female,Stick,vitamin c,True,France,234900.0,powder sensitive monthly vitamin c,
divine highlighter,shiseido,concealer,occasional,103.43,4.7,2951,30ml,sensitive,female,Compact,vitamin c,False,France,1551450.0,concealer sensitive occasional vitamin c,
ultra highlighter,bobby brown,lip liner,daily,25.55,3.9,7696,150ml,combination,male,Bottle,shea butter,True,Italy,383250.0,lip liner combination daily shea butter,
divine blush,farsali,eyeliner,weekly,132.65,3.2,6362,30ml,combination,male,Tube,aloe vera,False,UK,1989750.0,eyeliner combination weekly aloe vera,
ultra bronzer,yves saint laurent,mascara,occasional,23.36,4.1,9527,100ml,combination,female,Compact,vitamin c,True,Germany,350400.0,mascara combination occasional vitamin c,
perfect mascara,anastasia beverly hills,face mask,occasional,112.57,1.6,3775,250ml,sensitive,female,Compact,glycerin,False,USA,1688550.0,face mask sensitive occasional glycerin,
ultra mascara,kvd beauty,foundation,monthly,41.84,3.1,3943,50ml,dry,female,Spray,aloe vera,False,Japan,627600.0,foundation dry monthly aloe vera,
ultra blush,bobby brown,face oil,daily,34.8,4.9,481,200ml,normal,male,Compact,shea butter,False,South Korea,521999.99999999994,face oil normal daily shea butter,
divine foundation,fenty beauty,eyeliner,daily,25.5,2.3,3706,100ml,oily,female,Spray,shea butter,False,UK,382500.0,eyeliner oily daily shea butter,
ultra cleanser,hourglass,concealer,daily,41.74,3.3,7228,50ml,oily,male,Tube,salicylic acid,True,USA,626100.0,concealer oily daily salicylic acid,
magic concealer,shiseido,eyeliner,daily,115.74,3.2,5238,150ml,combination,male,Stick,retinol,True,Australia,1736100.0,eyeliner combination daily retinol,
ultra concealer,drunk elephant,primer,weekly,22.98,1.5,5408,200ml,normal,unisex,Stick,glycerin,True,UK,344700.0,primer normal weekly glycerin,
ultra lipstick,tarte,concealer,daily,52.15,2.8,6112,250ml,oily,female,Spray,hyaluronic acid,False,Italy,782250.0,concealer oily daily hyaluronic acid,
divine highlighter,pat mcgrath labs,eyeliner,monthly,118.93,3.3,2206,100ml,dry,unisex,Compact,salicylic acid,False,Germany,1783950.0,eyeliner dry monthly salicylic acid,
perfect lipstick,kylie cosmetics,primer,occasional,109.88,2.4,3983,100ml,normal,female,Jar,vitamin c,False,Italy,1648200.0,primer normal occasional vitamin c,
ultra face mask,kiehl’s,bronzer,daily,135.23,1.1,7594,150ml,sensitive,female,Stick,vitamin c,False,South Korea,2028449.9999999998,bronzer sensitive daily vitamin c,
